,service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
89394,2019/12/17 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4442.0,5345.0,,89395
89637,2019/12/17 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41099.0,43492.0,,89638
89638,2019/12/17 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27109.0,28737.0,,89639
89965,2019/12/16 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,120672.0,133309.0,,89966
89966,2019/12/16 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,107768.0,117263.0,,89967
89967,2019/12/16 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,90303.0,98305.0,,89968
89968,2019/12/16 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75019.0,81221.0,,89969
89969,2019/12/16 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22874.0,27071.0,,89970
89970,2019/12/16 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16396.0,20008.0,,89971
89971,2019/12/16 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14078.0,18896.0,,89972
89972,2019/12/16 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11072.0,15325.0,,89973
89973,2019/12/16 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14803.0,18654.0,,89974
89974,2019/12/16 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10449.0,12684.0,,89975
89975,2019/12/16 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7122.0,9151.0,,89976
89976,2019/12/16 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3916.0,5330.0,,89977
90004,2019/12/15 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8078.0,10824.0,,90005
90059,2019/12/16 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41467.0,43377.0,,90060
90066,2019/12/16 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28050.0,28759.0,,90067
90099,2019/12/15 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33533.0,34236.0,,90100
90312,2019/12/15 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,14476.0,17534.0,,90313
90313,2019/12/15 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,43352.0,47345.0,,90314
90314,2019/12/15 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17981.0,21197.0,,90315
90315,2019/12/15 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,4724.0,6596.0,,90316
90316,2019/12/15 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13562.0,17847.0,,90317
90455,2019/12/13 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40055.0,43462.0,,90456
90458,2019/12/13 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27498.0,28604.0,,90459
90467,2019/12/13 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,104212.0,115843.0,,90468
90473,2019/12/13 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,107353.0,118115.0,,90474
90479,2019/12/13 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,87270.0,97470.0,,90480
90511,2019/12/14 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,18152.0,23634.0,,90512
90512,2019/12/14 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,62358.0,68861.0,,90513
90513,2019/12/14 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,26616.0,32909.0,,90514
90514,2019/12/14 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,5819.0,8494.0,,90515
90515,2019/12/14 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19070.0,26504.0,,90516
90516,2019/12/14 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8127.0,10768.0,,90517
90528,2019/12/13 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76403.0,81300.0,,90529
90531,2019/12/13 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22273.0,27556.0,,90532
90536,2019/12/13 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15686.0,18823.0,,90537
90539,2019/12/13 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12891.0,16865.0,,90540
90544,2019/12/13 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12233.0,15822.0,,90545
90550,2019/12/13 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14373.0,18418.0,,90551
90556,2019/12/13 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10331.0,13062.0,,90557
90562,2019/12/13 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6380.0,8346.0,,90563
90611,2019/12/13 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4152.0,5378.0,,90612
90717,2019/12/14 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41738.0,44634.0,,90718
90848,2019/12/12 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,114383.0,126537.0,,90849
90849,2019/12/12 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,104014.0,112417.0,,90850
90850,2019/12/12 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,78579.0,93212.0,,90851
90851,2019/12/12 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,71510.0,80790.0,,90852
90852,2019/12/12 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21525.0,27087.0,,90853
90853,2019/12/12 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16319.0,20697.0,,90854
90854,2019/12/12 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14648.0,18791.0,,90855
90855,2019/12/12 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10122.0,14244.0,,90856
90856,2019/12/12 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15077.0,19024.0,,90857
90857,2019/12/12 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10488.0,13296.0,,90858
90858,2019/12/12 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6950.0,8959.0,,90859
90859,2019/12/12 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3726.0,5030.0,,90860
91122,2019/12/12 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37123.0,41573.0,,91123
91123,2019/12/12 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27174.0,28448.0,,91124
91252,2019/12/11 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,116301.0,126892.0,,91253
91253,2019/12/11 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,106970.0,114692.0,,91254
91254,2019/12/11 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,82087.0,94539.0,,91255
91255,2019/12/11 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,73850.0,80365.0,,91256
91256,2019/12/11 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22780.0,27859.0,,91257
91257,2019/12/11 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16471.0,20097.0,,91258
91258,2019/12/11 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14460.0,19255.0,,91259
91259,2019/12/11 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11024.0,14860.0,,91260
91260,2019/12/11 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13868.0,17611.0,,91261
91261,2019/12/11 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10564.0,13734.0,,91262
91262,2019/12/11 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6282.0,8361.0,,91263
91263,2019/12/11 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3733.0,4987.0,,91264
91411,2019/12/11 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,37986.0,43183.0,,91412
91453,2019/12/11 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26865.0,28546.0,,91454
91609,2019/12/10 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4228.0,5322.0,,91610
91960,2019/12/10 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40323.0,43398.0,,91961
91961,2019/12/10 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28305.0,28725.0,,91962
91989,2019/12/10 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,117239.0,129836.0,,91990
91990,2019/12/10 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,104825.0,114572.0,,91991
91991,2019/12/10 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,83233.0,97909.0,,91992
91992,2019/12/10 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72692.0,80357.0,,91993
91993,2019/12/10 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17973.0,23134.0,,91994
91994,2019/12/10 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15679.0,19391.0,,91995
91995,2019/12/10 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11851.0,16866.0,,91996
91996,2019/12/10 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10971.0,14361.0,,91997
91997,2019/12/10 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12300.0,16546.0,,91998
91998,2019/12/10 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10261.0,13723.0,,91999
91999,2019/12/10 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6584.0,8254.0,,92000
92133,2019/12/09 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,117292.0,129493.0,,92134
92134,2019/12/09 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,105065.0,115213.0,,92135
92135,2019/12/09 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,83089.0,95243.0,,92136
92136,2019/12/09 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,69826.0,79908.0,,92137
92137,2019/12/09 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20592.0,25615.0,,92138
92138,2019/12/09 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14303.0,18007.0,,92139
92139,2019/12/09 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14446.0,18304.0,,92140
92140,2019/12/09 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11064.0,14130.0,,92141
92141,2019/12/09 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16504.0,20634.0,,92142
92142,2019/12/09 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11765.0,14708.0,,92143
92143,2019/12/09 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6922.0,8788.0,,92144
92144,2019/12/09 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3737.0,4694.0,,92145
92170,2019/12/09 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39969.0,43395.0,,92171
92174,2019/12/09 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27824.0,28534.0,,92175
92406,2019/12/08 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,42766.0,46486.0,,92407
92440,2019/12/07 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,18024.0,23053.0,,92441
92441,2019/12/07 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,64724.0,68591.0,,92442
92442,2019/12/07 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,26648.0,33541.0,,92443
92443,2019/12/07 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,4365.0,6284.0,,92444
92444,2019/12/07 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21774.0,30411.0,,92445
92445,2019/12/07 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7876.0,10958.0,,92446
92456,2019/12/08 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18095.0,21770.0,,92457
92457,2019/12/08 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,4888.0,6678.0,,92458
92460,2019/12/08 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14172.0,18120.0,,92461
92463,2019/12/08 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,5771.0,8330.0,,92464
92502,2019/12/07 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,43502.0,44695.0,,92503
92688,2019/12/08 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,14397.0,17139.0,,92689
92696,2019/12/08 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,32345.0,34057.0,,92697
92884,2019/12/06 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39714.0,43410.0,,92885
92885,2019/12/06 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27359.0,28584.0,,92886
92953,2019/12/06 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,106700.0,118668.0,,92954
92959,2019/12/06 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,107108.0,115313.0,,92960
92965,2019/12/06 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,90439.0,97219.0,,92966
93010,2019/12/06 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75655.0,80621.0,,93011
93017,2019/12/06 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21371.0,27153.0,,93018
93022,2019/12/06 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16677.0,20564.0,,93023
93027,2019/12/06 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12709.0,17095.0,,93028
93032,2019/12/06 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10341.0,14453.0,,93033
93068,2019/12/06 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15251.0,19824.0,,93069
93069,2019/12/06 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11073.0,14560.0,,93070
93070,2019/12/06 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6341.0,8097.0,,93071
93071,2019/12/06 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3731.0,5004.0,,93072
93467,2019/12/05 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39701.0,43463.0,,93468
93468,2019/12/05 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,25852.0,26941.0,,93469
93537,2019/12/05 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,115801.0,128701.0,,93538
93538,2019/12/05 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,106871.0,113504.0,,93539
93539,2019/12/05 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,80885.0,93085.0,,93540
93540,2019/12/05 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,65358.0,77397.0,,93541
93541,2019/12/05 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21616.0,26066.0,,93542
93542,2019/12/05 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16124.0,20176.0,,93543
93543,2019/12/05 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14010.0,18145.0,,93544
93544,2019/12/05 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11383.0,15040.0,,93545
93545,2019/12/05 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13892.0,17627.0,,93546
93546,2019/12/05 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10189.0,12987.0,,93547
93547,2019/12/05 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6677.0,8430.0,,93548
93548,2019/12/05 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3922.0,4970.0,,93549
93623,2019/12/04 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,87373.0,95678.0,,93624
93624,2019/12/04 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,69541.0,76936.0,,93625
93625,2019/12/04 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,46366.0,57598.0,,93626
93626,2019/12/04 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,49158.0,64138.0,,93627
93627,2019/12/04 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13887.0,18483.0,,93628
93628,2019/12/04 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16529.0,22289.0,,93629
93629,2019/12/04 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8844.0,11748.0,,93630
93630,2019/12/04 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10199.0,15007.0,,93631
93631,2019/12/04 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,8676.0,11413.0,,93632
93632,2019/12/04 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9329.0,12813.0,,93633
93633,2019/12/04 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,4046.0,5434.0,,93634
93634,2019/12/04 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3657.0,5131.0,,93635
93786,2019/12/04 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,24688.0,27670.0,,93787
93790,2019/12/04 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,22439.0,23169.0,,93791
93920,2019/12/03 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111642.0,127739.0,,93921
93921,2019/12/03 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,101901.0,115285.0,,93922
93922,2019/12/03 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,74965.0,91403.0,,93923
93923,2019/12/03 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,68169.0,82261.0,,93924
94064,2019/12/03 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22283.0,26746.0,,94065
94074,2019/12/03 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16290.0,20038.0,,94075
94077,2019/12/03 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13113.0,18700.0,,94078
94081,2019/12/03 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9745.0,14045.0,,94082
94088,2019/12/03 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14688.0,18189.0,,94089
94129,2019/12/03 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11087.0,13769.0,,94130
94134,2019/12/03 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7031.0,8875.0,,94135
94146,2019/12/03 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4125.0,5272.0,,94147
94312,2019/12/02 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,116701.0,129808.0,,94313
94314,2019/12/02 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,102516.0,113080.0,,94315
94317,2019/12/02 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,85236.0,96804.0,,94318
94320,2019/12/02 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,73825.0,79411.0,,94321
94321,2019/12/02 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22002.0,26346.0,,94322
94322,2019/12/02 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15805.0,19706.0,,94323
94323,2019/12/02 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14131.0,19204.0,,94324
94324,2019/12/02 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,9853.0,14156.0,,94325
94325,2019/12/02 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10894.0,14006.0,,94326
94326,2019/12/02 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14335.0,17780.0,,94327
94327,2019/12/02 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6580.0,8849.0,,94328
94328,2019/12/02 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4089.0,5505.0,,94329
94394,2019/12/03 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39799.0,43357.0,,94395
94395,2019/12/03 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27787.0,28487.0,,94396
94510,2019/12/01 05:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,59667.0,67121.0,,94511
94517,2019/12/01 05:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,44980.0,48838.0,,94518
94524,2019/12/01 05:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17283.0,19898.0,,94525
94567,2019/12/01 05:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,11148.0,14467.0,,94568
94570,2019/12/01 05:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14387.0,17991.0,,94571
94576,2019/12/01 05:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6682.0,8825.0,,94577
94684,2019/12/02 05:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41206.0,43335.0,,94685
